City,CityID,Area,Address,TransDate,Year,Type,Price,lat,lng
臺北市,A,北投區,臺北市北投區自強街61巷5弄1~30號,2016/11/6,2016,公寓(5樓含以下無電梯),440380,25.1107895,121.5135313
臺北市,A,士林區,臺北市士林區大東路1~30號,2016/9/26,2016,公寓(5樓含以下無電梯),439917,25.0865996,121.5253515
臺北市,A,北投區,臺北市北投區新民路31~60號,2016/11/6,2016,華廈(10層含以下有電梯),221567,25.140103,121.508692
臺北市,A,北投區,臺北市北投區明德路1~30號,2013/6/9,2013,住宅大樓(11層含以上有電梯),797736,25.106544,121.5168576
臺北市,A,北投區,臺北市北投區行義路158巷1~30號,2016/10/25,2016,華廈(10層含以下有電梯),366899,25.1240896,121.5258133
臺北市,A,北投區,臺北市北投區行義路158巷1~30號,2016/11/13,2016,公寓(5樓含以下無電梯),374284,25.1240896,121.5258133
臺北市,A,北投區,臺北市北投區明德路335巷1~30號,2016/11/19,2016,公寓(5樓含以下無電梯),525934,25.1164608,121.5200777
臺北市,A,大安區,臺北市大安區和平東路三段361~390號,2016/11/15,2016,公寓(5樓含以下無電梯),652853,25.0244807,121.547701
臺北市,A,內湖區,臺北市內湖區港墘路31~60號,2016/11/18,2016,公寓(5樓含以下無電梯),444555,25.0824228,121.5784553
臺北市,A,中山區,臺北市中山區林森北路391~420號,2016/11/14,2016,住宅大樓(11層含以上有電梯),460598,25.0598131,121.5254008
臺北市,A,中山區,臺北市中山區新生北路三段11巷31~60號,2016/12/1,2016,公寓(5樓含以下無電梯),451025,25.0636494,121.5287071
臺北市,A,內湖區,臺北市內湖區環山路二段61~90號,2016/11/11,2016,公寓(5樓含以下無電梯),444869,25.085054,121.573934
臺北市,A,內湖區,臺北市內湖區文湖街21巷112弄1~30號,2016/10/29,2016,住宅大樓(11層含以上有電梯),409349,25.0910776,121.5598732
臺北市,A,內湖區,臺北市內湖區文德路66巷38弄1~30號,2016/11/13,2016,公寓(5樓含以下無電梯),414149,25.0756941,121.5821015
臺北市,A,內湖區,臺北市內湖區麗山街331~360號,2016/11/19,2016,公寓(5樓含以下無電梯),456555,25.0829581,121.5731169
臺北市,A,中正區,臺北市中正區濟南路二段31~60號,2016/11/22,2016,公寓(5樓含以下無電梯),734532,25.0410606,121.5288256
臺北市,A,中正區,臺北市中正區和平西路二段16巷1~30號,2016/11/25,2016,華廈(10層含以下有電梯),819246,25.0278432,121.5136406
臺北市,A,文山區,臺北市文山區興隆路三段192巷2弄1~30號,2016/11/21,2016,公寓(5樓含以下無電梯),354420,24.997918,121.558264
臺北市,A,文山區,臺北市文山區木新路三段155巷4弄1~30號,2016/11/25,2016,公寓(5樓含以下無電梯),455752,24.9812087,121.561057
臺北市,A,中正區,臺北市中正區羅斯福路一段9巷1~30號,2016/11/22,2016,華廈(10層含以下有電梯),837299,25.0333418,121.5182114
臺北市,A,中正區,臺北市中正區南昌路一段1~30號,2016/11/20,2016,套房(1房1廳1衛),922354,25.033944,121.516117
臺北市,A,中正區,臺北市中正區和平西路一段31~60號,2016/11/24,2016,套房(1房1廳1衛),900711,25.0265069,121.521751
臺北市,A,中正區,臺北市中正區羅斯福路一段1~30號,2016/11/22,2016,住宅大樓(11層含以上有電梯),379583,25.0343668,121.5173278
臺北市,A,文山區,臺北市文山區車前路1~30號,2016/11/15,2016,住宅大樓(11層含以上有電梯),526026,24.991249,121.541157
臺北市,A,文山區,臺北市文山區車前路1~30號,2016/11/15,2016,住宅大樓(11層含以上有電梯),526086,24.991249,121.541157
臺北市,A,文山區,臺北市文山區車前路1~30號,2016/11/15,2016,住宅大樓(11層含以上有電梯),513964,24.991249,121.541157
